x,y,actual
 0.46666667 0.         0.97308535 0.12534312 0.66666667 0.66666667],[0.89598294],[[0.92239935]]
[0.         1.         1.         0.         0.         0.5
 0.         0.06666667 0.74353913 0.34958772 1.         0.        ],[0.92605588],[[0.82341948]]
[0.         1.         0.         1.         0.5        0.5
 0.         1.         0.97414049 0.95790891 1.         1.        ],[0.92061645],[[0.84162164]]
[0.         1.         1.         1.         0.5        0.
 0.         1.         0.66503793 0.11135935 1.         1.        ],[0.90732579],[[0.86355648]]
[0.         1.         1.         0.         0.         0.75
 0.2        0.         0.76416736 0.04722992 1.         0.66666667],[0.90321492],[[0.86586643]]
[0.         0.2        0.         0.         0.         0.75
 0.         1.         0.97763221 0.20209945 0.         1.        ],[0.89455777],[[0.81788994]]
[0.         0.         1.         0.66666667 0.         1.
 1.         1.         0.1604826  0.54487707 0.66666667 0.        ],[0.97378437],[[0.85783742]]
[0.         0.         0.66666667 0.         0.         0.
 0.06666667 0.         0.03670794 0.22842382 1.         0.        ],[0.94021571],[[0.8759116]]
[0.         0.         0.         0.         1.         1.
 0.06666667 0.06666667 0.26265089 0.21100847 1.         0.        ],[0.90778424],[[0.86598192]]
[0.         1.         1.         0.33333333 0.         0.
 0.         0.         0.99162783 0.56464192 1.         0.        ],[0.89994797],[[0.82386613]]
[0.         0.06666667 1.         0.33333333 0.         0.
 1.         0.06666667 0.13853686 0.86374279 1.         1.        ],[1.02388394],[[0.90437418]]
[0.         0.2        0.         1.         1.         0.5
 1.         0.2        0.15310562 0.89436281 0.         0.        ],[0.99392751],[[0.84873076]]
[0.         0.46666667 0.         0.         0.         0.
 0.06666667 1.         0.7129777  0.19056122 1.         0.        ],[0.89062349],[[0.8555398]]
[0.         0.         0.         1.         0.         1.
 0.06666667 1.         0.26459888 0.39614214 1.         0.        ],[0.9548428],[[0.83132438]]
[0.         1.         1.         0.         0.75       0.25
 1.         1.         0.86652393 0.10755923 0.         0.33333333],[0.91450956],[[0.78413851]]
[0.         1.         0.         0.         1.         1.
 1.         1.         0.38725518 0.84074819 0.         0.66666667],[0.91652479],[[0.88055804]]
[0.         0.         1.         0.         1.         1.
 0.06666667 0.06666667 0.10200023 0.07979729 1.         0.        ],[0.92224353],[[0.79500062]]
[0.         1.         0.         0.33333333 1.         1.
 0.2        0.2        0.82652443 0.86099151 0.         1.        ],[0.9172091],[[0.85741358]]
[0.         0.         0.33333333 0.         1.         1.
 0.06666667 0.         0.98908939 0.29266899 1.         1.        ],[0.8978073],[[0.76502375]]
[0.         1.         1.         0.         0.5        0.
 0.46666667 0.06666667 0.95809031 0.04117011 1.         1.        ],[0.91735037],[[0.7701518]]
[0.         1.         0.         1.         1.         0.5
 0.         1.         0.26914288 0.30567303 0.         0.        ],[0.9480418],[[0.85091094]]
[0.         0.         0.         1.         1.         0.25
 0.06666667 0.46666667 0.10026533 0.09957717 0.         1.        ],[1.03430688],[[0.83978727]]
[0.         1.         0.         0.         1.         0.
 0.         0.06666667 0.92546642 0.87263466 0.66666667 1.        ],[0.91621887],[[0.8209826]]
[0.         0.         1.         0.         0.         0.25
 0.         0.46666667 0.01485292 0.81826699 0.         0.        ],[0.91818016],[[0.84254002]]
[0.         0.         1.         1.         0.         0.75
 0.         0.         0.96630653 0.75923193 0.         0.33333333],[0.8981528],[[0.93127603]]
[0.         0.         0.         1.         0.         0.
 1.         0.         0.0135716  0.83980393 1.         0.33333333],[0.89822598],[[0.8485675]]
[0.         1.         0.66666667 0.         0.         0.5
 0.46666667 0.         0.89243003 0.03493604 0.33333333 0.        ],[0.89413741],[[0.88460929]]
[0.         0.         1.         0.66666667 1.         0.
 0.2        0.         0.97635822 0.32323999 0.         1.        ],[0.91270187],[[0.85003424]]
[0.         0.2        1.         0.         1.         0.25
 0.06666667 0.         0.81003293 0.07869483 0.         1.        ],[0.90320339],[[0.89511735]]
[0.         1.         0.33333333 0.         0.         0.75
 1.         0.06666667 0.69141476 0.92995649 1.         0.        ],[0.90793036],[[0.89257789]]
[0.         1.         0.         0.         0.         0.5
 0.06666667 1.         0.05124538 0.86244255 0.66666667 0.        ],[0.88974868],[[0.85113961]]
[0.         1.         0.         0.         0.         0.75
 1.         0.         0.53683381 0.27228351 1.         0.        ],[0.89515246],[[0.8631743]]
[0.         0.06666667 1.         1.         0.         0.
 0.         0.         0.74041629 0.92396998 1.         1.        ],[0.8981528],[[0.82825845]]
[0.         1.         1.         0.33333333 0.         0.
 0.         0.         0.89757314 0.21113538 0.         0.        ],[0.91323568],[[0.79751069]]
[0.         0.         1.         1.         0.         0.25
 0.2        0.06666667 0.10789346 0.98976144 0.         1.        ],[1.03048978],[[0.91740854]]
[0.         0.06666667 1.         1.         0.25       1.
 0.46666667 0.         0.96143065 0.04969277 0.33333333 1.        ],[0.8981528],[[0.9201455]]
[0.         0.         0.         0.         0.         0.
 0.46666667 1.         0.15434389 0.01716157 1.         0.        ],[0.88581805],[[0.85569244]]
